학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
춘해보건대학교,Choonhae College Of Health Sciences,본교,전문대학,전문대학,사립,31,울산광역시,"울산광역시 울주군 웅촌면 대학길 9 (곡천리, 춘해보건대학)",,44965,,www.ch.ac.kr,052-270-0100,052-225-9889,1968-03-16,2024,2025-01-08,B340014,한국대학교육협의회,울산광역시 울주군 웅촌면 대학길 9,울산광역시,울주군,울산광역시
충남도립대학교,Chungnam State University,본교,전문대학,전문대학,공립,44,충청남도,"충청남도 청양군 청양읍 학사길 55 (벽천리, 충남도립대학교)",,33303,,www.cnsu.ac.kr,041-635-6600,041-635-7950,1998-03-19,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 청양군 청양읍 학사길 55,충청남도,청양군,청양군
충북도립대학교,Chungbuk Provincial University,본교,전문대학,전문대학,공립,43,충청북도,충청북도 옥천군 옥천읍 대학길 15 (문정리),,29046,,www.cpu.ac.kr,043-220-5313,043-220-5319,1998-03-06,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 옥천군 옥천읍 대학길 15,충청북도,옥천군,옥천군
충북보건과학대학교,Chungbuk Health And Science University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)",,28150,,www.chsu.ac.kr,043-210-8133,043-210-8305,1992-03-12,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 내수읍 덕암길 10,충청북도,청주시,청주시
충청대학교,Chungcheong University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학)",,28171,,www.ok.ac.kr,043-230-2114,043-230-2115,1982-12-10,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 흥덕구 강내면 월곡길 38,충청북도,청주시,청주시
포항대학교,Pohang University,본교,전문대학,전문대학,사립,47,경상북도,경상북도 포항시 북구 흥해읍 포항대학로 7,,37555,,www.pohang.ac.kr,054-251-8000,054-252-5005,1952-07-03,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 북구 흥해읍 포항대학로 7,경상북도,포항시,포항시
한국골프과학기술대학교,Korea Golf University of Science & Technology,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 횡성군 우천면 하대5길 109,,25247,,www.kg.ac.kr,033-810-1041,033-810-1001,2011-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 횡성군 우천면 하대5길 109,강원특별자치도,횡성군,횡성군
순천제일대학교,Suncheon Jeil College,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학)",,57997,,www.suncheon.ac.kr,061-740-1234,061-743-5106,1979-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 순천시 제일대학길 17,전라남도,순천시,순천시
신성대학교,Shinsung University,본교,전문대학,전문대학,사립,44,충청남도,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교)",,31801,,www.shinsung.ac.kr,041-350-1114,041-350-1075,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 당진시 정미면 대학로 1,충청남도,당진시,당진시
아주자동차대학교,Ajou Motor College,본교,전문대학,전문대학,사립,44,충청남도,충청남도 보령시 주포면 대학길 106,,33415,,www.motor.ac.kr,041-939-3008,041-939-3457,1994-11-17,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 보령시 주포면 대학길 106,충청남도,보령시,보령시
안동과학대학교,Andong Science College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 안동시 서후면 서선길 189 (교리, 안동과학대학교)",,36616,,www.asc.ac.kr,054-851-3500,054-852-9907,1983-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 안동시 서후면 서선길 189,경상북도,안동시,안동시
연암공과대학교,Yonam Institute Of Technology,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 진주시 진주대로 629번길 35(가좌동, 연암공과대학교)",,52821,,www.yc.ac.kr,055-751-2000,055-751-2096,1984-05-09,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 629번길 35,경상남도,진주시,진주시
연암대학교,Yonam College,본교,전문대학,전문대학,사립,44,충청남도,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",,31005,,www.yonam.ac.kr,041-580-1114,041-581-0401,1977-01-19,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 성환읍 연암로 313,충청남도,천안시,천안시
영남외국어대학,Youngnam Foreign Language College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",,38695,,www.yflc.ac.kr,053-810-0100,053-810-0199,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 남천면 남천로 780-9,경상북도,경산시,경산시
영남이공대학교,Yeungnam University College,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 남구 현충로 170 (대명동, 영남이공대학)",,42415,,www.ync.ac.kr,053-650-9114,053-624-7871,1968-02-15,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 현충로 170,대구광역시,남구,대구광역시
영진사이버대학교,YEUNGJIN CYBER UNIVERSITY,본교,전문대학,사이버대학(전문),사립,27,대구광역시,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",,41527,,www.ycc.ac.kr,053-940-5500,053-940-5614,2002-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 복현로 35,대구광역시,북구,대구광역시
영진전문대학교,Yeungjin University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",,41527,,www.yju.ac.kr,053-940-5132,053-939-1050,1977-03-12,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 복현로 35,대구광역시,북구,대구광역시
우송정보대학,Woosong College,본교,전문대학,전문대학,사립,30,대전광역시,대전광역시 동구 백룡로 59(자양동 101-17) 우송정보대학,,34518,,www.wsi.ac.kr,042-629-6114,042-629-6653,1963-01-18,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 동구 백룡로 59 우송정보대학,대전광역시,동구,대전광역시
울산과학대학교,Ulsan College,본교,전문대학,전문대학,사립,31,울산광역시,"울산광역시 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스)",,44022,,www.uc.ac.kr,052-230-0500,052-234-9300,1972-12-14,2024,2025-01-08,B340014,한국대학교육협의회,울산광역시 동구 봉수로 101,울산광역시,동구,울산광역시
원광보건대학교,Wonkwang Health Science University,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 익산시 익산대로 514 (신용동, 원광보건대학)",,54538,,www.wu.ac.kr,063-840-1114,063-840-1567,1976-01-24,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 익산시 익산대로 514,전북특별자치도,익산시,익산시
백석문화대학교,Baekseok Culture University,본교,전문대학,전문대학,사립,44,충청남도,충청남도 천안시 동남구 백석대학로 1 (안서동),,31065,,www.bscu.ac.kr,041-550-0700,041-550-9113,1994-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 백석대학로 1,충청남도,천안시,천안시
백제예술대학교,Paekche Institute Of The Arts,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학)",,55313,,www.paekche.ac.kr,063-260-9114,063-263-3607,1991-11-30,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 완주군 봉동읍 백제대학로 171,전북특별자치도,완주군,완주군
부산경상대학교,Busan Kyungsang College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",,47583,,www.bsks.ac.kr,051-850-1000,051-862-7577,1979-11-15,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 연제구 고분로 170,부산광역시,연제구,부산광역시
부산과학기술대학교,Busan Institute Of Science And Technology,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교)",,46639,,bist.ac.kr,051-334-6666,051-330-7027,1976-12-31,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 북구 시랑로132번길 88,부산광역시,북구,부산광역시
부산보건대학교,Busan Health University,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",,49318,,www.bhu.ac.kr/,051-200-3300,051-201-5420,1978-02-16,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 사하구 사리로55번길 16,부산광역시,사하구,부산광역시
부산여자대학교,Busanwomenscollege,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학)",,47228,,www.bwc.ac.kr,051-852-0081,051-867-4705,1979-01-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 부산진구 진남로 506,부산광역시,부산진구,부산광역시
부산예술대학교,Busan Arts College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)",,48429,,www.busanarts.ac.kr,051-628-3991,051-628-2719,1999-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 못골번영로71번길 74,부산광역시,남구,부산광역시
상지영서대학교,Sangji Youngseo College,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sy.ac.kr,033-744-4150,033-744-1333,1973-03-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
서라벌대학교,Sorabol University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경주시 태종로 478-20 (충효동, 서라벌대학)",,38057,,home.sorabol.ac.kr/,054-770-3500,054-741-5429,1981-01-21,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경주시 태종로 478-20,경상북도,경주시,경주시
서영대학교,Seoyeong University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 북구 서강로 1 (운암동, 서영대학교)",,61268,,www.seoyeong.ac.kr,062-520-5114,062-523-4606,1979-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 서강로 1,광주광역시,북구,광주광역시
서해대학,Sohae College,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 군산시 서해대길 6 (오룡동, 서해대학)",,54116,,www.sohae.ac.kr,063-460-9126,063-460-9325,1974-03-21,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 서해대길 6,전북특별자치도,군산시,군산시
선린대학교,Sunlin  University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학)",,37560,,www.sunlin.ac.kr,054-260-5000,054-261-9455,1969-03-20,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 북구 흥해읍 초곡길36번길 30,경상북도,포항시,포항시
성심외국어대학,Sungsim College Of Foreign Languages,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교부산캠퍼스)",,48015,,www.sungsim.ac.kr,055-380-9094,055-380-9376,1982-12-10,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 해운대구 반송순환로 142,부산광역시,해운대구,부산광역시
성운대학교,SungWoon University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교)",,38801,,www.sw.ac.kr,054-330-8800,054-330-8810,1996-12-26,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 영천시 신녕면 대학길 105,경상북도,영천시,영천시
세경대학교,Saekyung University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 영월군 영월읍 하송로 197,,26239,,www.saekyung.ac.kr,033-371-3000,033-371-3029,1993-11-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 영월군 영월읍 하송로 197,강원특별자치도,영월군,영월군
송곡대학교,Songgok University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 춘천시 남산면 송곡대학길 34,,24465,,www.songgok.ac.kr,033-260-3600,033-261-4599,2002-11-19,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 춘천시 남산면 송곡대학길 34,강원특별자치도,춘천시,춘천시
송호대학교,Songho University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 횡성군 횡성읍 남산로 210,,25242,,www.songho.ac.kr,033-340-1000,033-340-1006,1999-12-20,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 횡성군 횡성읍 남산로 210,강원특별자치도,횡성군,횡성군
수성대학교,Suseong University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",,42078,,www.sc.ac.kr,053-749-7000,053-751-1823,1973-12-19,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 수성구 달구벌대로528길 15,대구광역시,수성구,대구광역시
대구과학대학교,Taegu Science University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",,41453,,www.tsu.ac.kr,053-320-1114,053-320-1045,1960-05-09,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 영송로 47,대구광역시,북구,대구광역시
대구미래대학교,Daegu Future College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 미래로 114 (평산동, 대구미래대학)",,38607,,www.dfc.ac.kr,053-810-9405,053-802-3162,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 미래로 114,경상북도,경산시,경산시
대구보건대학교,Daegu Health College,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 북구 영송로 15 (태전동, 대구보건대학)",,41453,,www.dhc.ac.kr,053-320-1300,053-320-1239,1971-12-23,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 영송로 15,대구광역시,북구,대구광역시
